# CRUSH Pixel Data File
#
# Instrument: HAWC_PLUS
# Scan: 2017-10-25_HA_F445-90_0086_11-127
# Object: W3
# Date: 2017-10-25T10:03:12.990 (MJD: 58051.41970108796)
# Project: 90_0086_11
# Exposure: 93.76044 s.
# Equatorial: 02h25m40.200s 62d06m05.22s (J2000.0)
# Horizontal: -15d26m44.36s 54d24m01.28s
# CRUSH version: 2.41-1 (update.2)
#
# Flag '?' - 0x0x80000000 - Unknown
# Flag 'X' - 0x0x1 - Dead
# Flag 'B' - 0x0x2 - Blind
# Flag 'd' - 0x0x100 - Discarded
# Flag 'g' - 0x0x200 - Gain
# Flag 'n' - 0x0x400 - Noisy
# Flag 'f' - 0x0x800 - Degrees-of-freedom.
# Flag 's' - 0x0x1000 - Spiky
# Flag 'r' - 0x0x2000 - Railing/Saturated
# Flag 'F' - 0x0x4000 - Insufficient phase degrees-of-freedom
# Flag '@' - 0x0x8000 - Bad subarray gain
# Flag 'b' - 0x0x10000 - Bad TES bias gain
# Flag 'm' - 0x0x20000 - Bad MUX gain
# Flag 'R' - 0x0x40000 - Bad detector row gain
# Flag 'M' - 0x0x80000 - Bad series array gain
# Flag 'T' - 0x0x100000 - Flicker noise
# Flag 'L' - 0x0x200000 - LOS response
# Flag '\' - 0x0x400000 - Roll response
#
# ch	gain	weight		flag	eff	Gmux	idx	sub	row	col
R0[5,24]	-0.001 	6.617E-4 	gn	12.323	1.000	1.000	184	0	5	24
R0[5,25]	1.034 	2.180E-4 	-	0.666	1.000	1.000	185	0	5	25
R0[5,26]	0.699 	4.291E-4 	-	0.649	1.000	1.000	186	0	5	26
R0[5,28]	-0.001 	9.845E-4 	gn	22.759	1.000	1.000	188	0	5	28
R0[5,29]	0.968 	2.131E-4 	-	0.718	1.000	1.000	189	0	5	29
R0[5,30]	1.005 	1.909E-4 	-	0.707	1.000	1.000	190	0	5	30
R0[5,31]	0.879 	2.423E-4 	-	0.785	1.000	1.000	191	0	5	31
R0[6,0]	0.707 	2.933E-4 	-	0.933	1.000	1.000	192	0	6	0
R0[6,1]	0.704 	3.174E-4 	-	0.922	1.000	1.000	193	0	6	1
R0[6,2]	0.690 	3.204E-4 	-	0.932	1.000	1.000	194	0	6	2
R0[6,3]	1.089 	1.033E-4 	-	0.874	1.000	1.000	195	0	6	3
R0[6,4]	0.991 	1.826E-4 	-	0.715	1.000	1.000	196	0	6	4
R0[6,5]	1.222 	1.703E-4 	-	0.659	1.000	1.000	197	0	6	5
R0[6,7]	0.894 	1.855E-4 	-	0.785	1.000	1.000	199	0	6	7
R0[6,8]	0.946 	2.103E-4 	-	0.757	1.000	1.000	200	0	6	8
R0[6,9]	1.004 	2.031E-4 	-	0.743	1.000	1.000	201	0	6	9
R0[6,10]	1.102 	1.565E-4 	-	0.725	1.000	1.000	202	0	6	10
R0[6,11]	0.000 	6.883E-4 	gn	-147.755	1.000	1.000	203	0	6	11
R0[6,12]	0.998 	1.339E-4 	-	0.725	1.000	1.000	204	0	6	12
R0[6,13]	1.030 	1.715E-4 	-	0.702	1.000	1.000	205	0	6	13
R0[6,14]	1.055 	1.799E-4 	-	0.688	1.000	1.000	206	0	6	14
R0[6,15]	1.123 	1.668E-4 	-	0.704	1.000	1.000	207	0	6	15
R0[6,16]	1.207 	1.520E-4 	-	0.691	1.000	1.000	208	0	6	16
R0[6,17]	-0.001 	6.781E-4 	gn	12.290	1.000	1.000	209	0	6	17
R0[6,18]	-0.002 	6.806E-4 	gn	2.012	1.000	1.000	210	0	6	18
R0[6,19]	1.003 	1.874E-4 	-	0.704	1.000	1.000	211	0	6	19
R0[6,21]	1.081 	1.708E-4 	-	0.681	1.000	1.000	213	0	6	21
R0[6,22]	1.071 	2.037E-4 	-	0.684	1.000	1.000	214	0	6	22
R0[6,23]	1.042 	1.357E-4 	-	0.660	1.000	1.000	215	0	6	23
R0[6,24]	-0.001 	6.640E-4 	gn	12.071	1.000	1.000	216	0	6	24
R0[6,25]	1.005 	2.181E-4 	-	0.672	1.000	1.000	217	0	6	25
R0[6,26]	1.092 	1.823E-4 	-	0.693	1.000	1.000	218	0	6	26
R0[6,28]	0.000 	1.024E-3 	gn	-1003.530	1.000	1.000	220	0	6	28
R0[6,29]	0.948 	1.972E-4 	-	0.716	1.000	1.000	221	0	6	29
R0[6,30]	-0.001 	1.124E-3 	gn	8.778	1.000	1.000	222	0	6	30
R0[6,31]	0.746 	3.017E-4 	-	0.880	1.000	1.000	223	0	6	31
R0[7,0]	0.374 	6.981E-4 	-	0.989	1.000	1.000	224	0	7	0
R0[7,1]	0.641 	3.587E-4 	-	0.952	1.000	1.000	225	0	7	1
R0[7,2]	-0.045 	8.954E-4 	g	1.106	1.000	1.000	226	0	7	2
R0[7,3]	0.752 	2.531E-4 	-	0.863	1.000	1.000	227	0	7	3
R0[7,4]	0.963 	2.084E-4 	-	0.771	1.000	1.000	228	0	7	4
R0[7,5]	1.048 	1.977E-4 	-	0.748	1.000	1.000	229	0	7	5
R0[7,7]	0.952 	1.990E-4 	-	0.772	1.000	1.000	231	0	7	7
R0[7,8]	0.975 	2.035E-4 	-	0.743	1.000	1.000	232	0	7	8
